,compound,neg,neu,pos,tweet_text
1590,0.3612,0.0,0.894,0.106,@CBC thank you for the recent focus you have been bringing to Climate change in Canada. Your reporting leaves me be… https://t.co/3LFay7Q1tO
1591,0.4019,0.0,0.816,0.184,"Climate change: UK's 10 warmest years all occurred since 2002 - https://t.co/iY9A7NqgYE

#climatecrisis… https://t.co/ImaoZRMYPd"
1592,-0.296,0.109,0.891,0.0,RT @OurRevolution: We have no way of knowing what the effects will be. It's never happened before. https://t.co/CHFTf06SiI #ClimateCrisis
1593,0.3254,0.133,0.694,0.173,"RT @NeilUKIP: It's shaping up to be the hottest day of the year - please remember:

❌ No electric fans
❌ DEFINITELY no air conditioning 

G…"
1594,0.0,0.0,1.0,0.0,"RT @SFdirewolf: Yup! #ClimateChange is a disability issue 

Check out this piece by @sesmith 
https://t.co/hjckifKNKM

And this project by…"
1595,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1596,0.0,0.0,1.0,0.0,RT @Planning4LA: #HappeningNow: @LACity Council voted unanimously on a new framework for evaluating transportation impacts under #CEQA. By…
1597,0.0,0.0,1.0,0.0,"#ClimateCrisis 🌎#Environment 
https://t.co/dbPAHoF0kX"
1598,0.1779,0.0,0.914,0.086,"RT @UNFCCC: 🤗Happy #FriendshipDay🤗

Nations came together in the spirit of collaboration to clinch the #KyotoProtocol &amp; the #ParisAgreement…"
1599,-0.4767,0.157,0.783,0.06,#ClimateChange poses a real threat to our society. I want to know how each candidate plans to reduce carbon emissio… https://t.co/vPBqyjh2nb
1600,0.0,0.0,1.0,0.0,"#climatechange 
Revés a Trump desde el mismísimo senado republicano, al reconocer un comité el cambio climático y p… https://t.co/4G1jznYz0f"
1601,0.0,0.0,1.0,0.0,RT @prcnepal: Happening now: Regional Training Workshop for Asia and Pacific started in Kathmandu host by Ministry of Forests and Environme…
1602,-0.1779,0.135,0.759,0.105,It's like my feed knew I needed to take my mind back to Italy following yet another disappointing showing for… https://t.co/PoRjgiqorU
1603,0.5405,0.0,0.809,0.191,"RT @PaulEDawson: “The science is clear. Without rapid cuts in CO₂ and other greenhouse gases, climate change will have increasingly destruc…"
1604,0.0,0.0,1.0,0.0,RT @TorranceCoste: That this project is plowing ahead in the face of #climatecrisis is all the evidence needed that #capitalism is incompat…
1605,0.0,0.0,1.0,0.0,"It’s not about demonization, it’s about the survival of the human species. #cdnpoli #bcpoli #climatecrisis  https://t.co/UCahCvGfHM"
1606,0.0,0.0,1.0,0.0,Happening now: Regional Training Workshop for Asia and Pacific started in Kathmandu host by Ministry of Forests and… https://t.co/8rvaEEc71d
1607,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ
#BL…"
1608,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ
#BL…"
1609,0.3612,0.0,0.865,0.135,RT @evankirstel: This Is What America Could Look Like When Our Coasts Are Under Water https://t.co/ZPgVG30oEQ #climatechange
1610,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ… https://t.co/UkeTMw2Ylb"
1611,0.0,0.0,1.0,0.0,"@JimBair62221006 It’s not about demonization, it’s about the survival of the human species. #cdnpoli #bcpoli #climatecrisis"
1612,-0.5859,0.231,0.769,0.0,"RT @TayePolitics: Just finished a tour in #HorryCounty, affected by 3 catastrophic floods in a 4 year period. #climatechange is impacting f…"
1613,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ… https://t.co/51J0QT2btw"
1614,0.4767,0.0,0.866,0.134,"RT @Enviro_Voter: ""Politics intruded on science and intelligence. That’s why I quit my job as an analyst for the State Department."" https:/…"
1615,0.4019,0.0,0.847,0.153,"""#Forests provide products and services for national economies, and help mitigate and adapt to #climatechange.""… https://t.co/C1EVPYdAcs"
1616,-0.5859,0.231,0.769,0.0,"RT @TayePolitics: Just finished a tour in #HorryCounty, affected by 3 catastrophic floods in a 4 year period. #climatechange is impacting f…"
1617,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ
#BL…"
1618,0.1531,0.1,0.778,0.122,"RT @GeraldKutney: Prince Charles: ""It is baffling, I must say, that in our modern world we have such blind trust in science and technology…"
1619,0.2481,0.0,0.913,0.087,"RT @ClimateCrisis: The #ClimateCrisis is impacting our economy NOW, not 50 years from now! Our hearing last week examined the growing costs…"
1620,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ… https://t.co/vk7tz1RJ7K"
1621,-0.5984,0.301,0.538,0.161,"""Man is the most insane species. He worships an invisible God and destroys a visible Nature. Unaware that this Natu… https://t.co/4C5r7sbP4E"
1622,0.2732,0.0,0.861,0.139,"Tesla Just Announced a Giant New Battery System to Store Renewable Energy - https://t.co/tpVC9wsAnp

#climatecrisis… https://t.co/eKHlXAiTVf"
1623,-0.1406,0.086,0.858,0.056,"“Getting old, not planning on having babies?”- I believe having kids is no longer a personal matter, but a decision… https://t.co/7pQ7FR5qIO"
1624,0.4215,0.088,0.708,0.204,"RT @JimBair62221006: Big oil playing the victim

...as they continue to reap the rewards of massive disinformation campaigns.

""Don’t ‘demo…"
1625,0.0,0.0,1.0,0.0,"RT @HarryTucker: A-listers flock to Google summit in private jets, mega yachts to talk climate change https://t.co/WgJLCaDN89 via @pagesix…"
1626,0.0,0.0,1.0,0.0,"How Progressive Is Your Country in Tackling Climate Change? Learn more here: https://t.co/NSH10bXGGX
#climatecrisis… https://t.co/UscXORuOSS"
1627,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
1628,0.2263,0.135,0.675,0.19,"Official calls for Lower House approval of farm amendment - https://t.co/8s8BD9oDk5

#climatecrisis #climatechange… https://t.co/FcezaZfdEq"
1629,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ
#BL…"
1630,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1631,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ #UnitedWeThriveDividedWeFall4AnyThing 
#Roe #healthcare  
#FairPay #water
#air 
#LGBTQ… https://t.co/mMZfPEya0Y"
1632,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
1633,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1634,0.0,0.0,1.0,0.0,RT @climateleaf: Unprecedented Arctic #wildfires: #ClimateChange means rising temperatures are drying out #Arctic #forests making them more…
1635,0.0,0.0,1.0,0.0,RT @brandymstanford: #quotestoliveby #quotesoftheday #quotes #Obama #climatechange https://t.co/sW94NDE7U9
1636,0.1027,0.085,0.814,0.101,"RT @ProfStrachan: ""The science is crystal clear and leaves #oil giants no wiggle room. Either they ditch #fossilfuels, or we'll face the fu…"
1637,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
1638,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1639,-0.3612,0.116,0.884,0.0,"RT @JosieIsTired: I'm one of many #WomenForBernie because I'm fighting for my kids' futures.
This is #MyBernieStory. What's yours?
@bernies…"
1640,-0.4215,0.123,0.877,0.0,RT @northbird_ellen: Reindeers are sensitive to climate and are starving due to #climatechange. The reindeer are a crucial part of the arti…
1641,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1642,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1643,-0.34,0.118,0.882,0.0,"RT @worldvisioncan: Experts say Ethiopia's landscape is quickly being eroded by deforestation and #climatechange. To combat this, the prime…"
1644,0.0,0.0,1.0,0.0,#ethiopia #greenlegacy #ethiotweeps #climatechange https://t.co/9ByHaLP7uG
1645,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air 
#LGBTQ
#…"
1646,-0.5574,0.247,0.753,0.0,"Disney actor Cameron Boyce died of epilepsy: Coroner - National - https://t.co/Ieu4V6URpy

#climatecrisis… https://t.co/HysSs4rWzg"
1647,0.0,0.0,1.0,0.0,RT @Planning4LA: #HappeningNow: @LACity Council voted unanimously on a new framework for evaluating transportation impacts under #CEQA. By…
1648,0.0,0.0,1.0,0.0,@JohnDelaney said in the debate tonight they wanted to invest in machines that take carbon out of the air.....… https://t.co/QAc6hDXsQC
1649,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air 
#LGBTQ
#…"
1650,0.0,0.0,1.0,0.0,"RT @JMPyper: He wasn’t on the #DemDebate stage tonight, but he has a lot to say. Listen to my interview with @TomSteyer about his bid for p…"
1651,0.0,0.0,1.0,0.0,RT @HelenClarkNZ: #Ethiopia 🇪🇹 sets new world record planting 350 million trees🌳🌳 in a day as contribution to addressing #ClimateCrisis. By…
1652,0.0,0.0,1.0,0.0,"RT @themyscira_blog: Sarah Palin: ""Bill Nye is as much a scientist as I am.""  For some inexplicable reason, Sarah believes Bill Nye The Sci…"
1653,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air… https://t.co/k4E8HwS1Vb"
1654,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
1655,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air… https://t.co/BvA2mwb8EW"
1656,0.0,0.0,1.0,0.0,"#Africa and esp #Ethiopia leading the way against #climatechange , #soilerosion, #airpollution, water retention and… https://t.co/HCuJkuMBbW"
1657,0.0516,0.171,0.643,0.186,"Don’t get distracted- stay focused:
#TrumpCrimeFamily 
#EpsteinGate 
#KidsInCages 
#ConcentrationCamps 
#healthcare… https://t.co/IxFHcew27b"
1658,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air 
#LGBTQ
#…"
1659,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air… https://t.co/aTnwe3jHcv"
1660,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
1661,0.7269,0.0,0.728,0.272,"RT @jessphoenix2018: How to solve #climatechange: innovate, create, use sustainable &amp; green tech here in the US. I've been saying this for…"
1662,0.0,0.0,1.0,0.0,"RT @CaliLiliIndies: @marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air 
#LGBTQ
#…"
1663,-0.8353,0.318,0.638,0.044,RT @JencaBenca: What #climatechange crisis is abused for...a #disgrace! As an environmentalist I request #transparency on the matter! You c…
1664,-0.5574,0.223,0.777,0.0,"RT @ProfStrachan: Shocking State of Affairs

""The White House Blocks Report on #ClimateChange and #NationalSecurity"" 

""Politics intruded o…"
1665,0.0,0.0,1.0,0.0,"@marwilliamson #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#FairPay 
#water
#air… https://t.co/ek4ElUn46P"
1666,0.5405,0.0,0.809,0.191,"RT @PaulEDawson: “The science is clear. Without rapid cuts in CO₂ and other greenhouse gases, climate change will have increasingly destruc…"
1667,0.5574,0.103,0.616,0.281,Great Barrier Reef is starkest example of #Climate Change https://t.co/YIK4UTAM6x #climatechange
1668,0.8442,0.0,0.687,0.313,"RT @XR_NYC: ""We would love it if you would join us and help build a movement to turn this thing around."" - Richard McLachlan #xrsubwaytalks…"
1669,0.4404,0.0,0.791,0.209,Thrilled to hear #demdebate @TimRyan calling for #regenerative #agriculture to tackle  #climatechange
1670,0.5994,0.0,0.766,0.234,RT @AusRangeSoc: .@BushHeritageAus bold experiment aims to increase genetic diversity and #climate resilience in #eucalypt #woodlands on it…
1671,-0.34,0.295,0.504,0.202,RT @MarkRuffalo: There’s no time to waste. We must treat #ClimateChange like the emergency that it is. https://t.co/7djvQXnwoe
1672,-0.6369,0.319,0.556,0.125,Watch out for suicide warning signs and seek help: Mental health experts - Moneycontrol - https://t.co/UtPICvxmm7… https://t.co/M21EcwQTrz
1673,0.0,0.0,1.0,0.0,It’s gotten to the reindeers. #climatechange #ClimateChangeIsReal https://t.co/VlNNRjLDLb
1674,0.0,0.0,1.0,0.0,RT @RadioFarSide: #GlobalWarming #Numbnuts claim record #Cold in northern #USA in #July is all part of #AGW because Of Course!; some #SkiRe…
1675,-0.1154,0.077,0.825,0.098,"RT @ayanaeliza: “I am scared of the physical changes that await us on a warming planet, but the... scariest thing about climate change is w…"
1676,0.0,0.0,1.0,0.0,RT @BryanDruzin: #climatechange https://t.co/FsSwHF0H99
1677,0.5994,0.0,0.766,0.234,RT @AusRangeSoc: .@BushHeritageAus bold experiment aims to increase genetic diversity and #climate resilience in #eucalypt #woodlands on it…
1678,0.0,0.0,1.0,0.0,"RT @LeadingWPassion: ""Time spent among trees is never time wasted"". https://t.co/WHThpOv7rv
#climatecrisis #actonclimatechange https://t.co…"
1679,0.8192,0.0,0.621,0.379,RT @PatriciaNewman: At @NSTA #STEMForum some #teachers shared challenges teaching #climatechange 🌎Here's a GREAT fact sheet from @ClimateRe…
1680,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1681,0.4019,0.0,0.787,0.213,"Somerset plant awarded low-cost electricity  | Local News - https://t.co/Nq8FQxG21q

#climatecrisis #climatechange… https://t.co/S7KWtyLeF2"
1682,-0.6395,0.216,0.72,0.064,RT @FishPhilEh: @ClimateHuman The most common feeling I have (lately) due to #climatechange is anger at the lack of action taken by world l…
1683,0.0,0.0,1.0,0.0,"March 2019 Stories - via @smedian_network 

.@Medium #medium #blog #economics #inequality #FarRight #uk #europe… https://t.co/tPe7FzX4VJ"
1684,0.0,0.0,1.0,0.0,https://t.co/3XGVdnCt5H Signup for the #Security &amp; #Sustainability forum on #climatechange #MondayMorning… https://t.co/cHlZsGzCjY
1685,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
1686,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
1687,0.0,0.0,1.0,0.0,"@DesignGreek @DonaldJTrumpJr Meteorologist: an expert in or student of meteorology; a weather forecaster.
As in ""me… https://t.co/WlI7fybesX"
1688,0.0,0.0,1.0,0.0,RT @BryanDruzin: #climatechange https://t.co/FsSwHF0H99
1689,0.0,0.0,1.0,0.0,How Do Fishing and Hydropower Impact Our Marine Environment? Learn more here: https://t.co/pCOpP7oV1T… https://t.co/uok2bdcuKe
1690,0.0,0.0,1.0,0.0,RT @EclecticMethod: Extreme Weather Report https://t.co/wSZph68sJE #globalwarming #extremeweather https://t.co/WGkE0Z98Ga
1691,0.0,0.0,1.0,0.0,RT @MarleneRivier: @MrDash109 @BestStephen One has to wonder where we would be today in responding to #climatechange if this #NDP private m…
1692,-0.8122,0.358,0.504,0.139,RT @steveghan1: I am both sad and energized. Sad that #climatechange has already caused so much suffering and will cause more no matter wha…
1693,0.0,0.0,1.0,0.0,RT @MrDash109: Canadians concerned re #climatechange should recall at election time Harper &amp; Scheer's UNELECTED Senate Conservative appoint…
1694,0.0,0.0,1.0,0.0,RT @ClimateReality: It’s called the #ClimateCrisis for a reason – and more and more news organizations are finally starting to see that.…
1695,0.0,0.0,1.0,0.0,"@Trends_Central @ewarren #DaysOfeVe™☯️ 
#UnitedWeThriveDividedWeFall4AnyThing 
#Roe 
#healthcare 
#EconomicJustice… https://t.co/Sx9A50SsNe"
1696,0.6249,0.092,0.671,0.237,RT @MaimunahSharif: Great to see cities across the world taking the lead in the fight against #climatechange. The bold declarations by #cit…
1697,0.3612,0.085,0.762,0.152,"Australia: we plan to continue BAU making #coal billionaires richer, and we figure dodgy accounting and emissions ""… https://t.co/d99oeY4lFA"
1698,0.7418,0.0,0.77,0.23,200M trees! The countries that lead the world are those that choose to save it. Thank you #Ethiopia! You set the ba… https://t.co/ESqjqTC8IO
1699,0.0,0.0,1.0,0.0,#climatechange @ClimateSciWatch https://t.co/eeae7CD7eY
1700,0.4019,0.0,0.881,0.119,RT @newsaspect: #Ethiopia plants more than 350 million trees in a day to help tackle the effects of deforestation &amp; #ClimateChange. Nationa…
1701,-0.5267,0.139,0.861,0.0,RT @PaulEDawson: “We’ve identified a threat to groundwater across the U.S. from the mismanagement of coal ash at almost every plant in the…
1702,0.7184,0.0,0.76,0.24,"This. We are not going to have time to invent, perfect and implement a technological solution and even if we could,… https://t.co/1pXphTcbuD"
1703,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
1704,0.5574,0.0,0.805,0.195,The elephant in the newsroom — Events hosted by Flight Free UK challenge the media to reconsider its promotion of f… https://t.co/3S4xNRZDKY
1705,-0.2263,0.087,0.913,0.0,RT @iammatthunter: #ExtinctionRebellion protesters at Bay &amp; King this evening. I'm seeing more of this sort of thing lately. Not surprising…
1706,-0.3818,0.11,0.89,0.0,RT @AJEnglish: Ethiopians plant more than 350 million trees in a single day as part of a #GreenLegacy campaign to fight deforestation and #…
1707,-0.3182,0.173,0.827,0.0,"Warren, Sanders Seek To Pit Voters Against Vultures, Vampires | NewBostonPost - https://t.co/ciGM1a3p4n… https://t.co/DYMcG8ADdP"
1708,0.4215,0.088,0.708,0.204,"RT @JimBair62221006: Big oil playing the victim

...as they continue to reap the rewards of massive disinformation campaigns.

""Don’t ‘demo…"
1709,0.658,0.0,0.813,0.187,RT @MartenRobert: Wow! #Ethiopia has planted more than 350 million trees in one day! Which country is next? #PlanetaryHealth #ClimateCrisis…
1710,-0.3818,0.464,0.536,0.0,#ClimateChange. Cowardly bot-person. https://t.co/BlrzJyYTKz
1711,-0.6808,0.301,0.699,0.0,@byEmilyAndrews @JaneGoodallInst fuck #globalists #WWG1WGA  #climatechange is a hoax. its being going on for millio… https://t.co/fus81B0fRO
1712,0.4019,0.0,0.876,0.124,"RT @popovinski_: #GlobalWarming #AquecimentoGlobal
Gente vamos ajudar o nosso planeta por favor, pelo menos deem rt para galera saber de q…"
1713,-0.2263,0.087,0.913,0.0,RT @iammatthunter: #ExtinctionRebellion protesters at Bay &amp; King this evening. I'm seeing more of this sort of thing lately. Not surprising…
1714,-0.8304,0.385,0.51,0.105,I am both sad and energized. Sad that #climatechange has already caused so much suffering and will cause more no ma… https://t.co/jeJrhjKKFs
1715,0.1027,0.085,0.814,0.101,"RT @ProfStrachan: ""The science is crystal clear and leaves #oil giants no wiggle room. Either they ditch #fossilfuels, or we'll face the fu…"
1716,0.0,0.0,1.0,0.0,The Weather Network - Ancient asteroid impact may have triggered Mars mega-tsunami - https://t.co/MyteljLmrf… https://t.co/Mz0DNAN6SJ
1717,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1718,0.0,0.0,1.0,0.0,Our planet is on #fire. Our #glaciers are #melting. #Species are going #extinct at unprecedented rates and struggle… https://t.co/aOonuun5ns
1719,0.0,0.0,1.0,0.0,"RT @DanielTurnerPTF: 114 private jets at a $1000 a night resort where A-listers will talk about #climatechange 

Tell me again about the “c…"
1720,-0.296,0.104,0.896,0.0,RT @ChesterEnergy: It's refreshing that a candidate who says the words #ClimateChange or #RenewableEnergy is no longer enough to be called…
1721,-0.4215,0.123,0.877,0.0,RT @northbird_ellen: Reindeers are sensitive to climate and are starving due to #climatechange. The reindeer are a crucial part of the arti…
1722,0.7003,0.0,0.775,0.225,RT @cleanenergycan: More than 60 news outlets worldwide have signed on to an initiative to improve coverage of the #climatecrisis. Thanks @…
1723,0.0,0.0,1.0,0.0,RT @EclecticMethod: Extreme Weather Report https://t.co/wSZph68sJE #globalwarming #extremeweather https://t.co/WGkE0Z98Ga
1724,0.6114,0.0,0.834,0.166,Wonderful news to begin our day with ! #Ethiopia planted 350 mn (35 cr) #trees yesterday. Target: 4 bn (400 cr )… https://t.co/QMTbMSroHE
1725,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
1726,0.0,0.0,1.0,0.0,"Una triste realidad que estamos haciéndola más cercana 😕.... mi propuesta para #novayamosamarte .
.
🦊🐻🐼🐨🦁… https://t.co/DLbVvE0N0d"
1727,-0.34,0.295,0.504,0.202,RT @MarkRuffalo: There’s no time to waste. We must treat #ClimateChange like the emergency that it is. https://t.co/7djvQXnwoe
1728,-0.4215,0.123,0.877,0.0,RT @northbird_ellen: Reindeers are sensitive to climate and are starving due to #climatechange. The reindeer are a crucial part of the arti…
1729,0.0,0.0,1.0,0.0,"RT @ClimateReality: Finally, the world is waking up to the #ClimateCrisis.  

https://t.co/eM7rGVr5n2 https://t.co/GMC6eKthVD"
1730,-0.2732,0.184,0.712,0.105,"RT @GeraldKutney: Prince Charles: ""All of a sudden, and with a barrage of sheer intimidation, we are told by powerful groups of deniers tha…"
1731,0.6705,0.0,0.792,0.208,"RT @JoeMoeonoKolio: Dear white allies,
If you truly are an ally of the Pacific communities on the front lines of #climatechange , then step…"
1732,-0.7003,0.293,0.707,0.0,"Impose strict ban on use of plastic bags in city, Manpreet tells admn - https://t.co/U7VeDjiIZw

#climatecrisis… https://t.co/sQFKAnn6sK"
1733,0.0,0.0,1.0,0.0,RT @noikeanolife: #Biodiversity is a key to global #foodsecurity @wef https://t.co/bDCy30wjLT #ClimateChange #GlobalGoals #SDGs #GHG #SRI #…
1734,-0.4215,0.145,0.794,0.061,"RT @NDPGrassroots: 61% of Canadians want government to take action on #ClimateChange even if economy suffers: poll
#ClimateAction
#ClimateE…"
1735,0.0516,0.0,0.926,0.074,This is speculative fiction but we may see it in our lifetime. @albertochimal @worldlittoday #ClimateCrisis https://t.co/5dSaWRjmEi
1736,-0.5448,0.184,0.816,0.0,RT @bunsenbernerbmd: Science Denial makes some of us selectively not trust certain facts.  How those facts were arrived at in Climate Scien…
1737,0.2732,0.0,0.905,0.095,"RT @GreenpeaceNZ: .@OMV's application was incomplete. They don't know the substance that'd be discharged, or where the well would be drille…"
1738,0.4404,0.0,0.892,0.108,✅ The Entire World Would Be Better Off if Donald Trump Just Watched This VIDEO. All you need to know about… https://t.co/sapnIgTUYu
1739,0.0,0.0,1.0,0.0,ACTS has joined leading networks and institutions working in Further and Higher Education globally in declaring a… https://t.co/BEdsMeGodF
1740,-0.3595,0.174,0.744,0.082,Harry says he will have no more than two children due to carbon footprints. Yeah! tell all the religions to stop ha… https://t.co/s4AELUvqlQ
1741,-0.4215,0.207,0.714,0.079,"Coke and Pepsi Abandon the Plastics Lobby - https://t.co/OdoZHcCPHK

#climatecrisis #climatechange #globalwarming… https://t.co/HFNK3G6ZRx"
1742,-0.0516,0.136,0.736,0.128,"@JayInslee Fun fact you have done nothing about the homelessness, crime and drug issues in Wa, drugs and drug parap… https://t.co/bdRfRCNb8O"
1743,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1744,0.1027,0.085,0.814,0.101,"RT @ProfStrachan: ""The science is crystal clear and leaves #oil giants no wiggle room. Either they ditch #fossilfuels, or we'll face the fu…"
1745,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
1746,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1747,0.0,0.0,1.0,0.0,"RT @pattrn: In just 12 hours, #Ethiopia planted 350 million trees around the country, setting a world record. The effort is part of the cou…"
1748,0.7003,0.0,0.734,0.266,"RT @Atif_Abbas: ""...every house must have a tree - a step towards Green Pakistan."" #climatechange

Glad to see Implementation; sharing conc…"
1749,0.0,0.0,1.0,0.0,RT @noikeanolife: #Biodiversity is a key to global #foodsecurity @wef https://t.co/bDCy30wjLT #ClimateChange #GlobalGoals #SDGs #GHG #SRI #…
1750,-0.2732,0.184,0.712,0.105,"RT @GeraldKutney: Prince Charles: ""All of a sudden, and with a barrage of sheer intimidation, we are told by powerful groups of deniers tha…"
1751,0.6705,0.0,0.792,0.208,"RT @JoeMoeonoKolio: Dear white allies,
If you truly are an ally of the Pacific communities on the front lines of #climatechange , then step…"
1752,0.0,0.0,1.0,0.0,"Taiwan, US mount air pollution control initia... - https://t.co/cl00FCcm6P

#climatecrisis #climatechange… https://t.co/g7CGSPz4q0"
1753,0.0,0.0,1.0,0.0,RT @MrDash109: Canadians concerned re #climatechange should recall at election time Harper &amp; Scheer's UNELECTED Senate Conservative appoint…
1754,-0.4215,0.138,0.804,0.058,RT @GeraldKutney: 61% of Canadians want government to take action on climate change even if economy suffers: poll https://t.co/Xr92YYIJ9w v…
1755,-0.2263,0.095,0.905,0.0,"RT @emilyhholden: Ahead of Tuesday's Democratic presidential debate, roughly 2,000 marched in downtown Detroit demanding a Green New Deal f…"
1756,0.4215,0.0,0.877,0.123,"RT @OxfamAustralia: Pacific Leaders make a powerful call to action ahead of next month’s Pacific Islands Forum, including:
-halt new coal m…"
1757,0.0,0.0,1.0,0.0,RT @Planning4LA: #HappeningNow: @LACity Council voted unanimously on a new framework for evaluating transportation impacts under #CEQA. By…
